city ,AQI,precipitation,GDP,Temperature,Longititute,Latitude,Altitude,PopulationDensity,Coastal,GreenCoverageRate,Incineration(10000ton)
Nanchong City,91,1093.8,1516.2,19.20410959,106.0816269,30.79582214,338,2619,0,43.1,36.95
Nanjing City,97,1768.9,9720.77,16.77260274,118.7727814,32.04761505,13,1462,0,38.5,238.68
Nanning City,28,1229.4,3410.09,23.14109589,108.3117676,22.80654335,79,3411,0,36.76,107.44
Nanping City,12,1229,1339.51,21.07671233,118.1691208,26.64484215,87,1769,0,42.73,12.37
Nantong City,55,684,6148.4,16.48767123,120.8555679,32.01506805,2,4082,1,42.97,59.88
Nantou Ccounty,64,1893,590,19,120.9718638,23.9609981,446,124,1,44,22
Nanyang City,111,602,2875.02,16.27671233,112.5375137,32.99901962,130,2506,0,36.08,49.25
Neijiang City,89,1128,1198.58,18.93561644,105.0534363,29.57756805,335,2307,0,35.43,16.43
Ningbo City,51,1651,8011.5,18.1630137,121.5412827,29.87066841,10,2444,1,39.16,111
Nujiang Prefecture,19,617,113.45,11,98.865859,25.777128,791,36,0,36,23
Panzhihua City,41,1053.4,925.18,21.85068493,101.6984177,26.55479813,1156,2102,0,39.8,17.91
Panjin City,119,878,1267.9,10.42465753,122.0476303,41.18847656,5,352,1,29,24
Penglai City,78,581,471.3,13.72191781,120.758848,37.810661,18,1115,1,42.08,7.3
Penghu County,24,1670,136,23.4,119.5793157,23.5711899,21,807,1,41,24
Pingdingshan City,103,689,1705.78,16.09589041,113.3001938,33.74362946,124,3620,0,36.68,30.3
Pingdu City,69,708,779.3,13.92054795,119.98842,36.776357,52,660,1,44.05,36.67
Pingtung County,51,1966,946,25,120.5487597,22.5519759,17,302,1,46,24
Pingxiang city,55,900,912.39,14.45068493,113.841423,27.63298988,96,5258,0,40.04,15.84
Putian City,31,1775,1655.16,21.90273973,119.0103226,25.43813705,15,2570,1,41.87,42.57
Puyang City,77,458,1333.64,14.71643836,115.0149536,35.70189667,55,3384,0,38.4,21.9
Puer City,32,477,120.03,20.63561644,100.9752121,22.79548073,1330,58,0,36,7.95
Qiqihar City,52,136,1270,3.2,123.9592667,47.34136963,149,125,0,33,31
Qianjiang Country,90,1200,557,16.1,112.899762,30.402167,32,1333,0,36.61,12.78
Qinhuangdao City,163,878,1250.44,11.19041096,119.5982971,39.92430878,4,412,1,29,25
Qingdao City,65,720,9300.07,14.21369863,120.3581696,36.13386154,6,1723,1,42.9,184.97
Qingyang County,23,617,79.95,16.1,117.80361,30.47926,772,225,0,36,14
Qingyuan City,22,878,1285,20.7,113.0212631,23.71959686,14,1940,0,35,30.65
Quzhou City,45,1035,1146.2,17.3,118.8691788,28.9584446,61,1790,0,41.11,27.23
Qujing City,41,1768,1630.3,16.22876712,103.7947006,25.49616623,1847,8719,0,36.18,19.05
Quanzhou City,18,1775,6137.74,22.26438356,118.5896378,24.91591835,3,2410,1,44.42,51.4
Shigatse City,25,377,168,6.3,88.880583,29.266869,3844,2700,0,76.49,4.13
Rizhao City,129,831,1670.8,14.45205479,119.4515533,35.42756271,37,1674,1,45.74,25.54
Rongcheng City,35,1742,1022.3,13.30684932,122.486657,37.16516,17,771,1,46,15.24
Rushan City,47,601,477.18,13.16986301,121.539764,36.919816,27,1345,1,46.49,6.43
Sanmenxia City,180,1093,1260.55,15.29178082,111.1952591,34.78076935,377,7134,0,36.3,15.86
Sanming City,13,1469,1713.05,21.2260274,117.6012268,26.22301292,204,1011,0,43.13,11.45
Sanya City,21,1268,435.02,27.44794521,109.5078201,18.23404312,7,1946,1,42.9,45.77
Xiamen City,54,1775.2,3466.01,22.39315068,118.0875168,24.45743561,2,9685,1,41.36,161.56
Lhoka Prefecture,35,617,115,7.4,91.773134,29.237137,3572,4,0,36,23
Shantou City,50,1738,1850.01,23.70547945,116.6837997,23.36269188,8,4168,1,58.11,78.76
Shanwei City,59,1775,780,22,115.3640137,22.77868652,8,825,1,35.42,9.13
Shangqiu City,65,831,1803.93,15.05479452,115.6471863,34.44358444,50,9364,0,36.06,28.17
Shanghai Municipality,46,1651.5,24964.99,17.91643836,121.4692688,31.23817635,16,3804,1,34,613.85
Shangrao City,30,1229,1650.81,18.99726027,117.9634018,28.45326614,79,7649,0,46.46,27.76
Shaoguan City,12,1700,1149.98,21.3109589,113.6053925,24.80877686,57,454,0,41.6,21.76
Shaoyang city,77,142,1387,17.90410959,111.4773788,27.25023651,222,9112,0,35.1,17.42
Shaoxing City,104,2127,3366.7,18.11506849,120.5739288,30.01093102,12,2935,0,48.33,82.02
Shenzhen City,37,1966,17502.99,24.4109589,114.110672,22.55639648,1,5697,1,34.56,574.83
Shennongjia Forestry District,50,900,22.5,12,110.680447,31.743483,887,24,0,36,23
Shenyang City,90,573.6,7280,9.183561644,123.4116821,41.7966156,51,640,0,36,31
Shiyan City,69,760,1300,16.49452055,110.7827988,32.65213013,290,1376,0,29.72,38.7
Shijiazhuang City,182,534.5,5440.6,14.8739726,114.4897766,38.04512787,80.5,681,0,36,31
Shizuishan City,85,480,482.4,8.4,106.3820572,39.02428055,1102,4096,0,40.64,21.77
Shouguang City,127,547,806.9,14.84657534,118.790739,36.85576,23,1043,1,44,12.6
Shuozhou City,96,440,910,8.663013699,112.4232712,39.31313324,1087,165,0,33,23
Suzhou City(Jiangsu),73,2055,14504.07,17.46986301,120.6187286,31.31645203,6,1251,0,34,214.33
Suizhou City,106,672,785,16.28356164,113.36982,31.715105,71,1843,0,38.44,21.29
Suining City,95,1127.1,915.81,18.46849315,105.5697098,30.50339317,280,2256,0,33.64,60.91
Taipei City,63,1775,5412.65,22.4,121.5654177,25.0329694,11,9952,1,41,351.93
Taitung County,15,2383,254,22,121.0713702,22.7972447,143,63,1,44,22
Tainan City,55,1638,2378.27,23.8,120.2270277,22.9997281,28,860,1,45,127.33
Taichung City,30,2383,3774.95,22.5,120.6736482,24.1477358,90,1240,1,44,106
Taizhou City,55,581,3558.13,16.8,121.43,28.68,14,1378,1,38.55,77.81
Taicang City,47,1742,625.64,17,121.13055,31.457735,4,581,0,33,14
Taiyuan City,138,401.5,2735.34,11.8890411,112.5693512,37.87111282,788,618,0,36,23
Taiwan City,151,537,3240,9.952054795,117.1241074,36.1871109,167,1658,0,36.64,31.71
Taizhou City,70,1742,3655.53,18.89863014,119.91124,32.495872,8,801,0,36,29
Tangshan City,166,547,6225.3,12.55890411,118.2017288,39.62533951,25.9,591,1,34,24
Taoyuan City,21,2383,2990.09,22.6,121.3009798,24.9936281,111,1727,1,44,93.75
Tianjin Municipality,121,574.4,16538.19,14.89863014,117.2034988,39.13111877,3.3,1298,1,34,421.66
Tianmen City,62,1200,440,16.1,113.165862,30.653061,27,928,0,37.87,16.43
Tieling City,79,708,745,9.460273973,123.844429,42.29558182,57,205,0,33,31
Tongliao City,82,440,1877.27,8.561643836,122.2603302,43.61156082,177,52,0,36,31
Tongchuan city,98,480,324.54,12.88082192,109.0572815,35.07545853,717,7336,0,43.49,13.63
Tongling City,58,1584,721.3,17.45616438,117.813179,30.92524719,26,2632,0,44.86,10.74
Wafangdian City,122,592,935.9,11.26438356,121.979603,39.627114,120,270,1,44,33
Weihai City,49,1670,3001.57,13.90821918,122.1116867,37.50076294,22,1473,1,41.1,41.35
Weifang City,146,288.3,5100,14.74931507,119.1068497,36.7040863,31,1082,0,42.04,47.43
Weinan City,117,537,1469.08,15.60410959,109.5008392,34.50152588,355,2022,0,38.69,20.39
Wenzhou City,50,1742,4619.84,19.61506849,120.6502914,28.01647568,9,774,1,41,24
Wendeng City,41,708,829.7,13.39726027,122.057988,37.193882,45,360,1,46,25
Wenshan Prefecture,60,1000,190.1,17.5,104.23251,23.386305,1259,5216,0,23.68,10.33
Wuhai City,113,480,258.92,10.5,106.8148727,39.67420197,1092,317,0,36,23
Urumqi City,170,408.9,2680,9.1,87.60611725,43.79093933,836,2123,0,40.3,138.55
Wuxi City,69,2055,8518.26,18.25616438,120.2991333,31.57723045,5,1360,0,36,198.34
Wuhu City,56,1742,2457.3,17.33104396,118.3598328,31.33449554,8,610,0,36,27
Wujiang City,55,1742,1540,17.54246575,120.645158,31.138677,7,652,0,36,28
Wuhan City,128,1427.5,10905.06,17.15068493,114.2919388,30.56751442,15,4413,0,41.99,330.68
Xi’an city,113,558,5810.03,15.48493151,108.949028,34.26168442,385,7820,0,42.62,332.34
Xining City,72,308.2,1131.62,7.283561644,101.7874527,36.60944748,2263,3388,0,38.92,55.8
Sipsongpanna Prefecture,69,1893.7,335.9,20,100.79715,22.00881,555,59,0,36,23
Xilin Gol League,18,250,1002.6,1.5,116.0482221,43.933454,987,5,0,33,22
Xiantao city,78,1200,590,16.3,113.423482,30.360882,30,1667,0,22.79,18.89
Xianning City,85,1584.2,1035,17.62739726,114.2687378,29.89432716,28,2493,0,21.57,15.26
Xianyang City,127,537,2155.91,14.07260274,108.7101288,34.33721542,383,2007,0,40.27,30.96
HongKong SAR,37,2383,17900,22.8,114.109497,22.396428,321,25900,1,37,594.48
Shangri-la City,24,617.6,100.9,5.5,99.7,27.83,3459,2034,0,8.67,4.64
Xiangtan City,67,142,1703.1,18.51232877,112.9150238,27.87335014,68,4851,0,36.23,30.42
Xiangyang City,118,672,3400,15.1,112.122426,32.009016,70,3099,0,41.18,34.33
Xiaogan City,101,1200,1460,16,113.9113312,30.92845535,24,5553,0,34.45,16.4
Xinzhou City,65,1450,680,10.50684932,112.7315521,38.39920807,790,125,0,33,23
New Taipei City,16,1775,5470.33,22,121.4627868,25.0169826,15,1935,1,41,24
Xinyu City,47,1700,946.8,18.7739726,114.9293823,27.80654716,63,2041,0,46.71,16.1
Hsinchu City,21,1700,686,22.2,120.9674798,24.8138287,25,4199,1,46,24
Hsinchu County,22,1700,714,22.2,121.0177246,24.8387226,30,380,1,46,24
Xinyang City,106,537,1877.75,16.60821918,114.0677185,32.13063049,106,2065,0,39.9,27.11
Xingtai City,175,534,1668.1,14.86712329,114.4950867,37.0655899,76.8,586,0,36,27
Hinggan League,36,1469,502.31,5,122.037657,46.082462,274,27,0,33,29
Suqian City,82,831,2126.19,15.65890411,118.29706,33.958302,30,582,0,36,27
Suzhou City(Anhui),87,910,1235.8,16.21917808,116.9701538,33.6401329,28,566,0,33,29
Xuzhou City,116,831.6,5319.88,15.50547945,117.1856079,34.26752853,36,770,0,36,31
Xuchang City,82,672,2170.6,15.28767123,113.8215866,34.02685928,71,5196,0,38.05,23.33
Xuancheng City,54,1742,971.5,17.07808219,118.75,30.95,15,210,0,33,14
Yaan City,81,1388.6,517.72,17.98356164,102.9826965,29.98229408,580,1346,0,40.8,15.19
Yantai City,89,574,6446.08,13.8,121.3799362,37.53561401,4,1962,1,44.38,119.91
Yanan City,108,510.4,1198.63,10.89041096,109.471283,36.59387207,1070,6300,0,40.78,13.21
Yancheng City,88,684,4212.5,15.73561644,120.1351776,33.38982773,1,496,1,44,24
Yangzhou City,97,1742,4016.84,16.32876712,119.4368362,32.39188766,12,676,0,36,31
Yangjiang City,24,1966,1256,23.78082192,111.9578934,21.84523392,4,1180,1,44.71,22.82
Yangquan City,102,480,598.85,11.8260274,113.5742569,37.86065674,672,314,0,33,23
Yibin City,69,866.3,1529.9,19.68767123,104.6168671,28.77025604,321,707,0,38.22,29.21
Yichang City,104,1651.5,3384.8,16.84931507,111.2852707,30.70395279,59,1709,0,39.91,31.43
Yichun City,36,1469,1621.02,17.2,114.3746109,27.79557419,96,6517,0,50.56,16.75
Yilan County,21,1268,565,25,121.7377502,24.7021073,13,214,1,41,24
Yixing City,57,1200,1320,16.54520548,119.823308,31.340637,34,530,0,33,14
Yiwu City,78,672,1046,17,120.07514,29.306756,73,669,0,33,14
Yiyang City,66,866,1354.41,15.28630137,112.3340683,28.60197067,81,5632,0,39.47,17.19
Yinchuan City,81,227,1480.73,11.31643836,106.2719421,38.46800995,1111,799,0,40.89,51.93
Yingtan City,41,1700,639.26,19.19452055,117.0302811,28.2455864,40,325,0,36,14
Yingkou City,88,878,1500,10.53424658,122.2241516,40.66835022,5,492,1,44,24
Yongzhou City,59,1901,1418.18,19.13835616,111.6121979,26.2112999,103,5372,0,43.34,18.85
Yuxi City,46,892,1245.7,17.5260274,102.5332336,24.35497284,1625,3397,0,42.21,10.86
Yueyang City,77,1638.4,2886.28,18.23972603,113.0980682,29.37461853,37,4581,0,35.3,29.28
Yunfu City,15,1469,710.07,21.5,112.03999,22.933193,150,3118,0,34.84,10.76
Yunlin County,48,1700,715,22,120.4313373,23.7092033,28,542,1,46,24
Yuncheng City,119,592.4,1173.54,15.21780822,110.9911499,35.01391602,370,374,0,33,30
Zaozhuang City,148,534,2030,15.24657534,117.556282,34.87264633,89,2784,0,44.92,46.25
Zhanjiang City,29,1674,2450,24.49452055,110.3992233,21.19499779,17,7718,1,40.5,37.63
Zhangjiagang City,73,581,2229.82,17.13287671,120.556005,31.875572,7,1152,1,44,24
Zhangjiajie City,64,1071,447.7,18.45890411,110.47,29.13,164,1632,0,41.66,12.43
Zhangjiakou City,103,440,1363.54,9.624657534,114.8787766,40.81744003,716,120,0,33,23
Zhangqiu City,103,401,870.8,15.00273973,117.526228,36.681259,143,737,0,33,29
Changhua County,38,1775,1356,22.6,120.5161352,24.0517963,14,1200,1,46,24
Zhangzhou City,59,1670,2767.45,23.28493151,117.6530914,24.51816368,19,388,1,45,24
Changchun City,106,530.5,5530.03,7.157534247,125.3154297,43.89256287,219,382,0,36,31
Changsha City,76,1638.4,8510.13,18.50547945,112.9812698,28.20082474,63,2831,0,37.6,203.04
Changzhi City,91,592,1137.1,11.65342466,113.1055679,36.18191147,931,247,0,33,23
Zhaoyuan City,117,480,639.84,11.5,120.434071,37.355469,85,1464,1,43.04,6.86
Shaotong City,27,665,709.2,13.94657534,103.7149277,27.34227943,1932,4949,0,24.05,14.6
Zhaoqing City,34,2137,1970.01,23.75616438,112.4514084,23.05788231,17,1507,0,39.64,27.76
Zhenjiang City,82,1224,3502.48,16.74931507,119.4442978,32.20589828,23,827,0,36,31
Zhengzhou City,152,689.2,7315.19,15.98219178,113.6500473,34.7570343,110,15055,0,41.87,206.96
Zhongshan City,45,1966,3010.03,24.05616438,113.3714523,22.52685356,13,2809,1,44.71,24.97
Chongqing Municipality,66,1450.9,15719.72,19.7260274,106.5103378,29.55817604,238,1904,0,40.3,440.03
Zhoushan City,25,1450,1094.7,17.66575342,122.1016083,30.02004242,3,800,1,46,24
Zhoukou City,88,910,2082.38,16.81369863,114.6372528,33.62804031,49,3808,0,42.46,14.86
Zhuhai City,41,1966,2024.98,24.31369863,113.5682602,22.27258873,7,2472,1,45.1,81.5
Zhuzhou City,52,1638,2335.11,18.75479452,113.1520615,27.85422325,46,1287,0,34.7,38.19
Zhuji City,104,1742,1026.78,17.8260274,120.246863,29.708692,16,501,0,36,29
Zhumadian City,79,1388,1807.09,15.94657534,114.0356903,32.97904205,84,2539,0,39.46,18.86
Ziyang City,86,807.8,1270.4,16.18219178,104.65019,30.122671,367,1787,0,38.67,18.28
Zibo City,116,288,4130.2,14.57671233,118.0560532,36.7935791,38,782,0,36,31
Zigong City,118,994.8,1143.11,19.43287671,104.7763519,29.36772156,311,1557,0,40.2,35.47
Zunyi City,60,1000,2168.34,16.99178082,106.9293976,27.69538689,865,3581,0,44.06,34.51
